link	tag	rank	mu	sigma	content_type
http://media2.giphy.com/media/bgDIgfQsgcXLi/giphy.gif	disney,animals,sad,crying,winnie the pooh,tiger,frown,	0	39.63543787143935	1.9883346474496	gif
http://media0.giphy.com/media/zRjsGx92PB79K/giphy.gif	illustration,sad,crying,tears,art,cartoon,frog,	1	39.441288191058746	2.0942030657838187	gif
http://media.giphy.com/media/14eQNo68VAXUfS/giphy.gif	supernatural,jared padalecki,sam winchester,crush,fml,uuugggghhh i have no chance,	2	39.42701340796992	1.9147264690324146	gif
http://media3.giphy.com/media/2WxWfiavndgcM/giphy.gif	crying,crying,	3	38.26305806275718	1.7265939273608903	gif
http://media.giphy.com/media/VxQy6x7HcJUsw/giphy.gif	seriously,sally field,all the awards,steel magnolias,	4	38.225192719295904	1.9127796379737234	gif
http://media.giphy.com/media/tL4Mo9MQu7sNa/giphy.gif	love,basketball,life,crying,d,chicago bulls,black swan,1,	5	38.191112662135126	1.9349413756384597	gif
http://media.giphy.com/media/10gGt120fPRJf2/giphy.gif	reaction,	6	37.498934794014176	1.7386583350007903	gif
http://media.giphy.com/media/1wOZLxbykkkNO/giphy.gif	movies,the basketball diaries,	7	37.469355300663445	1.6669560318746797	gif
http://media.giphy.com/media/C66aZSH1K7rX2/giphy.gif	glee,klaine,i'm ups e t,	8	37.185579678682586	1.7430469978714755	gif
http://media.giphy.com/media/KmtxC1FXu31fO/giphy.gif	modern family,cam,	9	37.130321816771435	1.5558938747768478	gif
http://media.giphy.com/media/nLIiW6wj9WnSM/giphy.gif	sad,pokemon,pikachu,	10	36.96175810187719	1.824155279874433	gif
http://media.giphy.com/media/3ciajS5CTaH2U/giphy.gif	crying,tears,jessica chastain,cry,zero dark thirty,	11	36.85857050144989	1.9441732026420897	gif
http://media2.giphy.com/media/J2q8zK4HgrT5C/giphy.gif	disney,sad,crying,depressed,alice in wonderland,tears,break up,heartbreak,	12	36.854740894848085	1.8826177717252197	gif
http://media.giphy.com/media/3VCvGkm95Vd3G/giphy.gif	movies,bill clinton,	13	36.84048918480484	1.7732879236508177	gif
http://media.giphy.com/media/TYilHo7ZOwu1a/giphy.gif	sad,hate,hayden panettiere,lifetime,biopic,amanda knox,	14	36.57943417090922	1.8853005321053184	gif
http://media.giphy.com/media/JxBPdTUA2jbSU/giphy.gif	tv,matt damon,good will hunting,robin williams,i cant believe it took me so long to see this film,nononono,	15	36.42707258594398	1.79604359742308	gif
http://media.giphy.com/media/9IBEERvuYHoIg/giphy.gif	movies,leonardo dicaprio,	16	36.20128688919552	1.7873668543562633	gif
